category,is_expectancy,is_expectancy_dollar,is_expected_total_r,is_guardrail_pass,is_losing_trades,is_max_drawdown_pct,is_net_profit,is_profit_factor,is_sharpe,is_sortino,is_tail_loss_r,is_total_trades,is_trades_per_month,is_utility,is_win_rate,is_winning_trades,name,neg_is_drawdown,neg_oos_drawdown,oos_expectancy,oos_expectancy_dollar,oos_expected_total_r,oos_losing_trades,oos_max_drawdown_pct,oos_net_profit,oos_profit_factor,oos_sharpe,oos_sortino,oos_tail_loss_r,oos_total_trades,oos_trades_per_month,oos_utility,oos_win_rate,oos_winning_trades,patch,robust_score,strict_oos_uplift
rvol_time_exit,0.11176155902105712,13.098763345195723,251.23998467933643,True,1091,0.0406191178053917,29446.019999999986,1.7150717924695305,5.059530233116284,6.906353092591789,-1.076071353043955,2248,97.19247159090908,0.3417451029319491,0.5146797153024911,1157,r110__entry1330_failure_m0p05,,,0.2851418977724681,15.444014598540106,39.064439994828135,65,0.013783296269645664,2115.8299999999945,2.5757555446326093,5.888785832317932,9.858426402096715,-0.9853238420494347,137,69.49895833333333,0.04395791912900208,0.5255474452554745,72,"{""param_overrides.entry_window_end"": ""13:30:00"", ""param_overrides.failure_stop_to_r"": -0.05, ""param_overrides.rvol_threshold"": 1.1}",0.14818343346003354,False
rvol_exit,0.11590232965448141,12.26281062124248,231.34104999034489,True,1037,0.03922914010330014,24476.56999999999,1.7461725101157426,5.153505096387465,7.1534030566046996,-1.0499808528910606,1996,86.29723011363636,0.22489143522213811,0.4804609218436874,959,r110__failure_bars6_to_m010,-0.03922914010330014,-0.012712507099705818,0.36479583598358406,19.122307692307658,42.681112810079334,53,0.012712507099705818,2237.309999999996,3.325130166384329,6.592636263741152,13.647259362936111,-0.9163955853061049,117,59.353125000000006,0.105447732151185,0.5470085470085471,64,"{""param_overrides.failure_stop_bars"": 6, ""param_overrides.failure_stop_to_r"": -0.1, ""param_overrides.rvol_threshold"": 1.1}",0.1472530282260186,True
rvol_time,0.12651399758535764,14.648474820143877,263.7816849654707,True,890,0.04368899487283819,30542.06999999998,1.753538355562112,5.238698133555918,7.0350662640736426,-1.0791107593165215,2085,90.14515269886363,0.37542646409561786,0.5731414868105515,1195,r110__entry1300,,,0.30368075531113864,15.961653543307065,38.567455924514604,52,0.013883536698353459,2027.1299999999974,2.4922264917627297,5.720751722861334,8.470253866352287,-0.9853238420494345,127,64.42604166666666,0.020575584716374072,0.5905511811023622,75,"{""param_overrides.entry_window_end"": ""13:00:00"", ""param_overrides.rvol_threshold"": 1.1}",0.1447733924991094,False
overfit_falsification,0.13086072602898086,13.769753218884125,243.92439331802032,True,796,0.04303052819179178,25666.820000000007,1.7536520831944713,5.163408613692026,6.69630853053639,-1.0771857458889693,1864,80.59019886363636,0.2628897572034769,0.572961373390558,1068,r110__block_score7,-0.04303052819179178,-0.014016845741187616,0.39062563370257103,21.008285714285694,41.01569153876996,39,0.014016845741187616,2205.869999999998,3.2452288619499825,6.543700921350021,10.832779099321511,-1.0028390483850822,105,53.265625,0.07524000732511056,0.6285714285714286,66,"{""param_overrides.entry_score_blocklist"": [""COMBINED_BREAKOUT:5"", ""*:7""], ""param_overrides.rvol_threshold"": 1.1}",0.1409174197825388,True
rvol_fine,0.12851944236508367,14.35820241691843,255.23961253705616,True,853,0.0320552002463524,28515.390000000003,1.7749918194161942,5.360145358848195,7.002353446473734,-1.0810865057741064,1986,85.86487926136363,0.3490940525402975,0.5704934541792548,1133,rvol_fine__1p05,-0.0320552002463524,-0.013795794861182516,0.34133500116341736,18.79196428571427,38.229520130302745,44,0.013795794861182516,2104.699999999998,2.829553455784559,6.139432675049849,11.571547234666989,-0.9953543879717948,112,56.81666666666667,0.02598849866324361,0.6071428571428571,68,"{""param_overrides.rvol_threshold"": 1.05}",0.13907544252021248,True
rvol_trail,0.1367177515974879,14.82570199031738,254.15830021973,True,799,0.04358925310050524,27560.98000000001,1.7616884340784311,5.227181682599233,6.490730194741085,-1.0794615503884588,1859,80.3740234375,0.3090342015734424,0.5701990317374933,1060,r110__trail_start28,-0.04358925310050524,-0.013770282765311542,0.3754319115743944,20.070188679245273,39.7957826268858,43,0.013770282765311542,2127.439999999999,2.9342297866150258,5.960149869429992,9.083351637063524,-1.0502663874012037,106,53.77291666666667,0.04378093484571201,0.5943396226415094,63,"{""param_overrides.adaptive_trail_start_bars"": 28, ""param_overrides.rvol_threshold"": 1.1}",0.13661957820041765,True
late_quality,0.12245753985814177,14.046202597402587,235.7307642269229,True,887,0.04139112628613147,27038.93999999998,1.763466579097983,5.094900194563078,6.8706859034381305,-1.0763361969764338,1925,83.2275390625,0.2665693570738984,0.5392207792207793,1038,r110__entry1330_late_rvol_add0p10_failure_m010,-0.04139112628613147,-0.013989780172114984,0.3411279634980318,19.222586206896523,39.57084376577169,50,0.013989780172114984,2229.8199999999965,3.0693040823333964,6.134651004704703,9.594269211588559,-0.957824803370837,116,58.84583333333334,0.06065103081704903,0.5689655172413793,66,"{""param_overrides.entry_window_end"": ""13:30:00"", ""param_overrides.failure_stop_to_r"": -0.1, ""param_overrides.orb_late_rvol_add_per_30m"": 0.1, ""param_overrides.orb_time_decay_start"": ""10:30:00"", ""param_overrides.rvol_threshold"": 1.1}",0.1327224450069463,True
rvol_time,0.1290015004808818,14.37540120361083,257.2289919588783,True,849,0.04268599067098105,28664.549999999996,1.7605305888533358,5.2388891229232355,6.902530433117569,-1.0735908850447322,1994,86.21075994318181,0.33586314558403313,0.574222668004012,1145,r110__entry1245,,,0.32836698134156095,17.058991596638627,39.075670779645755,48,0.013880247718116134,2030.0199999999968,2.5600897619157377,5.7851210246039075,8.654253197871489,-1.014431334090828,119,60.36770833333333,0.02183741468103156,0.5966386554621849,71,"{""param_overrides.entry_window_end"": ""12:45:00"", ""param_overrides.rvol_threshold"": 1.1}",0.1317464204970821,False
rvol_exit,0.12821554065988672,13.900763559768304,243.48131171312488,True,799,0.04401054157293434,26397.55000000001,1.7339731541086294,5.207588748010921,6.696641868192916,-1.0765721175563274,1899,82.1034268465909,0.27023425936311446,0.5792522380200106,1100,r110__failure_bars12,-0.04401054157293434,-0.013496554538109733,0.37300909234796265,19.78787037037034,40.28498197357997,41,0.013496554538109733,2137.0899999999965,2.9718308559618354,6.324464525043096,11.423469766282498,-1.0028390483850822,108,54.7875,0.05493632672523403,0.6203703703703703,67,"{""param_overrides.failure_stop_bars"": 12, ""param_overrides.rvol_threshold"": 1.1}",0.13029060314849217,True
rvol_trail,0.13439215244360675,14.601627155172418,249.43183493533414,True,797,0.04362983300651397,27100.620000000006,1.7589307442531914,5.214763072237229,6.623382178934801,-1.0780481142890592,1856,80.24431818181817,0.2925256682964934,0.5705818965517241,1059,r110__trail_start27,-0.04362983300651397,-0.01380471380471381,0.37023421863801276,19.78084905660375,39.244827175629354,43,0.01380471380471381,2096.7699999999973,2.908305726455276,5.906655510507801,8.979387435480316,-1.0502663874012037,106,53.77291666666667,0.03352552814631446,0.5943396226415094,63,"{""param_overrides.adaptive_trail_start_bars"": 27, ""param_overrides.rvol_threshold"": 1.1}",0.12417557719887708,True
