cohort,split,trades,pnl_dollars,total_r,avg_r,median_r,win_rate,profit_factor_r,avg_mfe_r,avg_mae_r,excellent_trades,excellent_rate,never_worked_rate,low_mfe_loss_rate,right_then_lost_rate,top1_win_r_share,top5_win_r_share,symbol,direction,grade,entry_hour_et,entry_model,exit_reason,month
split,oos,10,3577.7899999999277,3.834032182873563,0.3834032182873563,-0.17755899400935682,0.5,1.7397748990133461,2.0222488325053662,0.9475344566487186,5,0.5,0.2,0.4,0.1,0.2526969509913207,1.0000000000000002,,,,,,,
split,train,126,96900.0899999974,296.417250090546,2.3525178578614763,0.17294466625804683,0.5317460317460317,4.50784753872818,7.122903607351447,1.0774077692162312,64,0.5079365079365079,0.30158730158730157,0.40476190476190477,0.06349206349206349,0.7181932619304953,0.7785939174023018,,,,,,,
split_symbol,oos,8,8679.09999999997,5.881032523431188,0.7351290654288986,1.1073233978554868,0.625,2.8755082115887527,2.483415664288807,0.9035017723663616,5,0.625,0.0,0.25,0.125,0.2526969509913207,1.0000000000000002,GLD,,,,,,
split_symbol,oos,2,-5101.310000000042,-2.047000340557626,-1.023500170278813,-1.023500170278813,0.0,0.0,0.17758150537160347,1.1236651937781454,0,0.0,1.0,1.0,0.0,0.0,0.0,QQQ,,,,,,
split_symbol,train,106,52727.399999996844,283.3360944836795,2.6729820234309387,0.029209366455235135,0.5,4.614890649186412,8.117338230632397,1.1562606744831916,50,0.4716981132075472,0.33962264150943394,0.42452830188679247,0.07547169811320754,0.7563192535700507,0.8199263369041178,GLD,,,,,,
split_symbol,train,20,44172.69000000057,13.081155606866572,0.6540577803433286,0.8460531448274335,0.7,3.1371255419164163,1.8524001039624156,0.6594873713013409,14,0.7,0.1,0.3,0.0,0.14612646432539603,0.5600122447587935,QQQ,,,,,,
split_symbol_direction,oos,2,631.9799999999955,0.524222161686219,0.2621110808431095,0.2621110808431095,0.5,1.5083381027894764,2.025052138924508,1.1466187914108743,1,0.5,0.0,0.5,0.0,1.0,1.0,GLD,LONG,,,,,
split_symbol_direction,oos,6,8047.1199999999735,5.356810361744969,0.8928017269574949,1.4550842855340633,0.6666666666666666,3.545463604901291,2.6362035060769067,0.8224627660181909,4,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3053773438935603,1.0,GLD,SHORT,,,,,
split_symbol_direction,oos,2,-5101.310000000042,-2.047000340557626,-1.023500170278813,-1.023500170278813,0.0,0.0,0.17758150537160347,1.1236651937781454,0,0.0,1.0,1.0,0.0,0.0,0.0,QQQ,LONG,,,,,
split_symbol_direction,train,55,32436.79999999833,263.4792871544014,4.790532493716389,-0.9902661818677568,0.4727272727272727,6.400143664752104,13.13913258061089,1.265661425572756,24,0.43636363636363634,0.38181818181818183,0.4727272727272727,0.05454545454545454,0.8760772876765428,0.9314337492254906,GLD,LONG,,,,,
split_symbol_direction,train,51,20290.599999998507,19.85680732927799,0.3893491633191763,0.2013374921463567,0.5294117647058824,1.6710851049253475,2.7016776571261816,1.0382794723277788,26,0.5098039215686274,0.29411764705882354,0.37254901960784315,0.09803921568627451,0.13169329518793124,0.43852173439055453,GLD,SHORT,,,,,
split_symbol_direction,train,20,44172.69000000057,13.081155606866572,0.6540577803433286,0.8460531448274335,0.7,3.1371255419164163,1.8524001039624156,0.6594873713013409,14,0.7,0.1,0.3,0.0,0.14612646432539603,0.5600122447587935,QQQ,LONG,,,,,
split_symbol_grade,oos,8,8679.09999999997,5.881032523431188,0.7351290654288986,1.1073233978554868,0.625,2.8755082115887527,2.483415664288807,0.9035017723663616,5,0.625,0.0,0.25,0.125,0.2526969509913207,1.0000000000000002,GLD,,valid,,,,
split_symbol_grade,oos,2,-5101.310000000042,-2.047000340557626,-1.023500170278813,-1.023500170278813,0.0,0.0,0.17758150537160347,1.1236651937781454,0,0.0,1.0,1.0,0.0,0.0,0.0,QQQ,,valid,,,,
split_symbol_grade,train,21,38591.169999999445,8.569265782921141,0.4080602753771972,0.676708273283915,0.6666666666666666,1.7837552027018893,2.8246335399981337,0.9476573768018353,14,0.6666666666666666,0.23809523809523808,0.3333333333333333,0.0,0.29768329839736496,0.6505494739672611,GLD,,a_plus,,,,
split_symbol_grade,train,85,14136.22999999739,274.76682870075825,3.2325509258912737,-1.030126710000228,0.4588235294117647,5.073838488132277,9.424947624789096,1.2077979597927029,36,0.4235294117647059,0.36470588235294116,0.4470588235294118,0.09411764705882353,0.7994221497757265,0.860463831278766,GLD,,valid,,,,
