split,symbol,direction,entry_time_utc,exit_time_utc,entry_date_et,entry_hour_et,entry_weekday_et,month,entry_type,entry_model,grade,score,exit_reason,qty,addon_qty,entry_price,exit_price,initial_stop,bars_held_15m,pnl_dollars,r_multiple,mfe_r,mae_r,excellent,never_worked,low_mfe_loss,right_then_lost,capture_ratio
train,GLD,LONG,2022-11-04T12:30:00+00:00,2022-11-04T16:00:00+00:00,2022-11-04,8,4,2022-11,classic_38_62,confirmation_close,valid,15.0,STOP,6552,0,153.52,155.39000000000001,153.51591612737226,14,7320.139999999947,273.57304856841205,599.9207672038498,0.0,True,False,False,False,0.4560152998928497
train,GLD,SHORT,2022-06-09T13:00:00+00:00,2022-06-09T13:30:00+00:00,2022-06-09,9,3,2022-06,classic_38_62,confirmation_close,valid,16.0,STOP,5228,0,172.59,172.61,172.60919623057976,2,653.4999999999525,6.5116950685017025,26.046780274008707,0.0,True,False,False,False,0.2499999999999818
train,GLD,LONG,2025-04-10T14:00:00+00:00,2025-04-11T12:00:00+00:00,2025-04-10,10,3,2025-04,classic_38_62,confirmation_close,a_plus,17.0,STOP,5932,1088,288.5703656821379,295.98,286.7846949499573,88,28546.579999999783,5.805677375970359,17.476642596976482,0.0,True,False,False,False,0.33219637832353227
train,GLD,SHORT,2024-04-22T18:00:00+00:00,2024-04-23T12:00:00+00:00,2024-04-22,14,0,2024-04,classic_38_62,confirmation_close,valid,15.0,STOP,5134,0,215.66,213.59,216.05286022395424,72,10832.119999999986,5.370559572629395,9.01083842077199,0.8654477579272638,True,False,False,False,0.5960110837465533
train,GLD,LONG,2024-01-29T19:30:00+00:00,2024-01-30T15:00:00+00:00,2024-01-29,14,0,2024-01,classic_38_62,confirmation_close,valid,15.0,STOP,5855,0,187.76,189.61,187.58642389470188,78,5406.440000000119,5.319790735039276,11.925604601191361,0.05761161643082314,True,False,False,False,0.4460814284005217
train,GLD,LONG,2024-06-20T12:30:00+00:00,2024-06-20T15:15:00+00:00,2024-06-20,8,3,2024-06,classic_38_62,confirmation_close,valid,16.0,STOP,5821,0,216.29,217.65,216.05207768929586,11,5106.630000000053,3.6872418461232312,10.33950953451819,0.756549478135384,True,False,False,False,0.3566167073799263
train,GLD,SHORT,2021-11-22T13:30:00+00:00,2021-11-22T15:00:00+00:00,2021-11-22,8,0,2021-11,classic_38_62,confirmation_close,valid,15.0,STOP,4525,0,171.76,170.05,172.11179868316452,6,5760.179999999937,3.6184557154972077,6.992635611570694,0.9664618324935282,True,False,False,False,0.5174666486996348
train,GLD,SHORT,2024-05-23T12:30:00+00:00,2024-05-23T23:30:00+00:00,2024-05-23,8,3,2024-05,classic_38_62,confirmation_close,valid,16.0,STOP,5452,0,218.92000000000002,215.95000000000002,219.3879783194961,44,8225.76000000001,3.223995696351204,7.6499270390449485,0.7051608723141627,True,False,False,False,0.4214413653746039
train,GLD,SHORT,2021-11-03T13:00:00+00:00,2021-11-03T15:30:00+00:00,2021-11-03,9,2,2021-11,classic_38_62,confirmation_close,valid,16.0,STOP,4546,0,165.98,164.93,166.1924903852297,10,2857.7599999999065,2.9584009813372663,7.529752455718943,0.0,True,False,False,False,0.39289485261767443
train,QQQ,LONG,2023-08-28T19:45:00+00:00,2023-08-29T20:00:00+00:00,2023-08-28,15,0,2023-08,classic_38_62,structure_stop,valid,17.0,STOP,2870,574,368.7660939597315,373.33,365.5232311582617,97,12248.970000000054,2.805930126230538,4.656168509207972,0.6950699862251426,True,False,False,False,0.602626412828825
train,QQQ,LONG,2022-03-16T18:45:00+00:00,2022-03-17T08:00:00+00:00,2022-03-16,14,2,2022-03,classic_38_62,structure_stop,valid,15.0,STOP,906,0,335.51,340.12,333.6737098894365,53,4295.630000000012,2.5820067529137667,3.5397456875729825,0.7297321878996473,True,False,False,False,0.7294328408897965
train,GLD,SHORT,2021-07-21T14:15:00+00:00,2021-07-22T12:00:00+00:00,2021-07-21,10,2,2021-07,classic_38_62,confirmation_close,valid,16.0,STOP,4140,0,168.79,168.23,169.0700076393133,87,2888.0899999999524,2.4913830276346403,3.5356178225274504,0.6071262927573077,True,False,False,False,0.704652808275999
