split,symbol,start,end,daily_bars,four_h_bars,buy_hold_return_pct,daily_realized_vol_ann,daily_mean_abs_return,buy_hold_max_dd_pct,positive_day_rate,above_daily_sma20_rate,above_daily_sma50_rate,daily_autocorr_1
train,QQQ,2021-02-08,2025-10-31,1190,5119,88.5814497272019,0.22848575522973558,0.010411575956507732,35.61721824797643,0.5466778805719091,0.6352941176470588,0.6588235294117647,-0.038037561134114536
oos,QQQ,2025-11-03,2026-05-01,124,579,6.655803062903409,0.1807083224384142,0.008887741385477703,11.83474937620417,0.5528455284552846,0.46774193548387094,0.25,0.019856261873611888
train,GLD,2021-02-08,2025-10-31,1190,5118,114.62220149253733,0.1544931030480368,0.007294407474721371,21.032844237898807,0.5374264087468461,0.5966386554621849,0.6025210084033613,-0.01762609931766349
oos,GLD,2025-11-03,2026-05-01,124,579,14.751342263680245,0.3250875466905419,0.014298749876873906,19.209518047993544,0.5447154471544715,0.5725806451612904,0.3467741935483871,0.023364705255588855
