cohort,split,trades,pnl_dollars,total_r,avg_r,median_r,win_rate,profit_factor_r,avg_mfe_r,avg_mae_r,excellent_trades,excellent_rate,never_worked_rate,low_mfe_loss_rate,right_then_lost_rate,top1_win_r_share,top5_win_r_share,symbol,direction,grade,entry_hour_et,entry_model,exit_reason,month
split_month_symbol,train,1,5136.899999999955,0.6602631466482741,0.6602631466482741,0.6602631466482741,1.0,0.6602631466482741,2.7936731282291585,2.6074282530139445,0,0.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2024-11
split_month_symbol,train,1,21355.700000000877,1.2688802730297515,1.2688802730297515,1.2688802730297515,1.0,1.2688802730297515,1.6488319514831955,0.44606081779250106,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2024-12
split_month_symbol,train,2,-6627.649999998837,-0.1180065569128983,-0.05900327845644915,-0.05900327845644915,0.5,0.8844824279509871,1.3588968403331385,0.7408143977520407,1,0.5,0.0,0.5,0.0,1.0,1.0,QQQ,,,,,,2025-01
split_month_symbol,train,2,20713.859999999786,1.314579669802749,0.6572898349013745,0.6572898349013745,1.0,1.314579669802749,2.4004391711949937,0.5399304353616357,2,1.0,0.0,0.0,0.0,0.7884493758220785,1.0,GLD,,,,,,2025-03
split_month_symbol,train,1,16337.1400000004,0.7012501190811892,0.7012501190811892,0.7012501190811892,1.0,0.7012501190811892,1.0738345024949023,0.39966020957517034,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2025-03
split_month_symbol,train,2,154065.93999999965,9.996006372840998,4.998003186420499,4.998003186420499,1.0,9.996006372840998,11.410493348415049,0.0,2,1.0,0.0,0.0,0.0,0.8032543891755505,1.0,GLD,,,,,,2025-04
split_month_symbol,train,1,-17754.660000000054,-1.0104240615011812,-1.0104240615011812,-1.0104240615011812,0.0,0.0,0.4221035581595845,1.2881813251605898,0,0.0,1.0,1.0,0.0,0.0,0.0,QQQ,,,,,,2025-04
split_month_symbol,train,1,13392.880000000383,0.7258967375830505,0.7258967375830505,0.7258967375830505,1.0,0.7258967375830505,1.4670475786766524,0.10697221927849776,1,1.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2025-05
split_month_symbol,train,2,-9706.63000000155,0.046094273762643745,0.023047136881321872,0.023047136881321872,0.5,1.0326756152958378,1.2486375701056822,1.0908031831757619,1,0.5,0.5,0.5,0.0,1.0,1.0,GLD,,,,,,2025-06
split_month_symbol,train,1,-15954.870000000063,-1.0565230637043348,-1.0565230637043348,-1.0565230637043348,0.0,0.0,0.7228842014818853,1.1492005254327893,0,0.0,0.0,1.0,0.0,0.0,0.0,GLD,,,,,,2025-07
split_month_symbol,train,2,18864.370000000636,1.4015065818806753,0.7007532909403377,0.7007532909403377,0.5,2.1632161712893048,2.7291750096683747,1.7525160658061905,1,0.5,0.5,0.5,0.0,1.0,1.0,GLD,,,,,,2025-08
split_month_symbol,train,1,32426.510000000228,1.681694006290902,1.681694006290902,1.681694006290902,1.0,1.681694006290902,5.358967192422815,0.42307635729650755,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2025-09
split_month_symbol,train,3,-13357.94000000097,-0.5112328048213708,-0.17041093494045692,-1.0301267100002278,0.3333333333333333,0.7519507227006778,1.7877494433968366,1.2529468278192304,1,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,1.0,GLD,,,,,,2025-10
