cohort,split,trades,pnl_dollars,total_r,avg_r,median_r,win_rate,profit_factor_r,avg_mfe_r,avg_mae_r,excellent_trades,excellent_rate,never_worked_rate,low_mfe_loss_rate,right_then_lost_rate,top1_win_r_share,top5_win_r_share,symbol,direction,grade,entry_hour_et,entry_model,exit_reason,month
split_month_symbol,train,1,-21181.320000000494,-2.028902710615495,-2.028902710615495,-2.028902710615495,0.0,0.0,0.0,2.7449860202444767,0,0.0,1.0,1.0,0.0,0.0,0.0,GLD,,,,,,2023-07
split_month_symbol,train,1,-5482.079999999619,-1.2822253061244049,-1.2822253061244049,-1.2822253061244049,0.0,0.0,0.14246947845834998,1.2822253061245426,0,0.0,1.0,1.0,0.0,0.0,0.0,GLD,,,,,,2023-08
split_month_symbol,train,2,23060.970000000343,1.0180528398424262,0.5090264199212131,0.5090264199212131,0.5,1.9913153717371335,3.245278390996654,1.0481048399919848,1,0.5,0.5,0.5,0.0,1.0,1.0,QQQ,,,,,,2023-08
split_month_symbol,train,4,-15773.129999999519,-3.5143381435073144,-0.8785845358768286,-1.0744101385322549,0.0,0.0,0.7469554061651922,0.9819291940131257,0,0.0,0.5,0.5,0.5,0.0,0.0,GLD,,,,,,2023-09
split_month_symbol,train,1,10533.580000000004,0.9504028433941244,0.9504028433941244,0.9504028433941244,1.0,0.9504028433941244,1.4859185450180465,0.6284060807125067,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2023-10
split_month_symbol,train,1,8126.439999999803,0.728779419660667,0.728779419660667,0.728779419660667,1.0,0.728779419660667,1.059715786216956,0.2766745648743968,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2023-11
split_month_symbol,train,3,-7227.8100000003615,-1.3407533145316055,-0.4469177715105352,-1.0992613127978226,0.3333333333333333,0.4113323760275509,0.6206528510787653,0.815249562254588,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,GLD,,,,,,2023-12
split_month_symbol,train,3,26874.7900000002,4.934523234895808,1.6448410782986027,0.7433869553436039,0.6666666666666666,5.369129953147636,4.34906865747051,0.43902519832705383,2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.8774083799098337,1.0,GLD,,,,,,2024-01
split_month_symbol,train,6,-27814.339999999967,-3.114385627340472,-0.519064271223412,-1.1248255025118703,0.3333333333333333,0.3430310869545584,1.2708056435876827,1.270946654416911,1,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.5411789629637487,1.0,GLD,,,,,,2024-02
split_month_symbol,train,1,12263.730000000074,0.7862057078720758,0.7862057078720758,0.7862057078720758,1.0,0.7862057078720758,1.8298917608556884,0.17813105636650575,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2024-02
split_month_symbol,train,1,14737.789999999488,1.975744338807258,1.975744338807258,1.975744338807258,1.0,1.975744338807258,6.018807886222342,0.2616872994009483,1,1.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2024-03
split_month_symbol,train,1,51076.04999999983,4.89074762024826,4.89074762024826,4.89074762024826,1.0,4.89074762024826,9.01083842077199,0.8654477579272638,1,1.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2024-04
split_month_symbol,train,1,3701.879999999741,0.2862754759468301,0.2862754759468301,0.2862754759468301,1.0,0.2862754759468301,1.2552078560746358,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2024-04
split_month_symbol,train,1,39253.49000000012,2.9764332136284257,2.9764332136284257,2.9764332136284257,1.0,2.9764332136284257,7.6499270390449485,0.7051608723141627,1,1.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2024-05
split_month_symbol,train,3,35503.97000000127,6.040040584339688,2.013346861446563,1.756549453326306,1.0,6.040040584339688,6.159467260845751,0.5734133003168885,3,1.0,0.0,0.0,0.0,0.6104480320840681,1.0,GLD,,,,,,2024-06
split_month_symbol,train,1,10270.399999999565,0.7122623756330908,0.7122623756330908,0.7122623756330908,1.0,0.7122623756330908,1.7297800551089964,1.017517679475887,1,1.0,0.0,0.0,0.0,1.0,1.0,GLD,,,,,,2024-08
split_month_symbol,train,3,16610.45999999973,1.916034656803666,0.6386782189345553,1.1157375190173757,0.6666666666666666,2.810830450817368,1.9012638985403862,0.6408709155382116,2,0.6666666666666666,0.0,0.3333333333333333,0.0,0.624852707573547,1.0,GLD,,,,,,2024-09
split_month_symbol,train,1,6963.0599999999995,0.8212240218360687,0.8212240218360687,0.8212240218360687,1.0,0.8212240218360687,1.2006963070465313,0.9928834846731076,1,1.0,0.0,0.0,0.0,1.0,1.0,QQQ,,,,,,2024-09
