name,stage,objective,oos_net_return_pct,oos_total_trades,oos_avg_r,oos_win_rate,oos_dollar_profit_factor,oos_max_dd_pct,delta_oos_net_return_pct,delta_oos_trades,delta_oos_avg_r,delta_oos_pf,error
combo_value_hits2_signal_all_confirm2,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_signal_gld_require_structure,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_signal_gld_room30,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_signal_gld_extension175,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_qqq_typeb_score15,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_qqq_typeb_score14,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_qqq_typeb_strict_value2,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_qqq_typeb_fib20_38,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_gld_no_type_c,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_gld_type_c_aplus,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_gld_ttl_2h,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_value_hits2_balance_gld_ttl_6h,anchor_x_balance,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_gld_value_hits2_signal_all_value_hits3,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_gld_value_hits2_signal_qqq_value_hits2,anchor_x_signal,0.6021563212448713,7.910759999999936,8.0,0.6476312493683737,0.625,2.494522186137979,4.4476431412755115,4.3329699999999125,-2.0,0.2642280310810174,1.1311324485902512,
combo_gld_no8_risk_gld_risk_0275,anchor_x_risk,0.5931210375401876,8.19574999999968,8.0,0.6541902483136237,0.625,2.212521784929108,4.559849877118153,4.617959999999657,-2.0,0.2707870300262674,0.8491320473813802,
combo_value_hits2_exit_t1_stop_025,anchor_x_exit,0.5900815640861022,7.764859999999972,8.0,0.6387282597567362,0.625,2.4669583633248076,4.4476431412755115,4.187069999999949,-2.0,0.2553250414693799,1.1035686257770796,
combo_value_hits2_risk_notional_100,anchor_x_risk,0.589261656133167,7.958649999999542,8.0,0.6474116176137712,0.625,2.362570215942372,4.78602566810868,4.380859999999519,-2.0,0.2640083993264149,0.9991804783946439,
