name,extra,train_net,train_trades,train_avg_r,train_pf,train_dd,train_excellent,train_qqq_trades,train_qqq_avg_r,train_qqq_pnl,train_qqq_wr,train_gld_trades,train_gld_avg_r,train_gld_pnl,train_gld_wr,train_qqq_req,train_qqq_fill,train_qqq_term,oos_net,oos_trades,oos_avg_r,oos_pf,oos_dd,oos_excellent,oos_qqq_trades,oos_qqq_avg_r,oos_qqq_pnl,oos_qqq_wr,oos_gld_trades,oos_gld_avg_r,oos_gld_pnl,oos_gld_wr,oos_qqq_req,oos_qqq_fill,oos_qqq_term
combined_no_context,{},967.4589099999909,128.0,0.6122980106356588,2.2080087554428784,13.681368829537169,70.0,31.0,0.554123001944871,158813.6300000014,0.7419354838709677,97.0,0.6308900237224055,301583.4399999944,0.5257731958762887,37,31,6,-0.18906999999971597,15.0,0.10608458972346717,0.9877022603202618,6.872006174841385,7.0,6.0,-0.8083859806710542,-10125.059999999972,0.16666666666666666,9.0,0.7157316366531481,9935.989999999993,0.6666666666666666,12,6,6
context_score_only,"{""all.asset_context_enabled"": true}",967.4589099999909,128.0,0.6122980106356588,2.2080087554428784,13.681368829537169,70.0,31.0,0.554123001944871,158813.6300000014,0.7419354838709677,97.0,0.6308900237224055,301583.4399999944,0.5257731958762887,37,31,6,0.6250099999999656,15.0,0.1060404604489661,1.0428205184419919,6.268473917330765,7.0,6.0,-0.8083859806710544,-9346.729999999947,0.16666666666666666,9.0,0.715658087862313,9971.739999999994,0.6666666666666666,12,6,6
context_min_m025,"{""all.asset_context_enabled"": true, ""all.asset_context_min_score"": -0.25}",967.4589099999909,128.0,0.6122980106356588,2.2080087554428784,13.681368829537169,70.0,31.0,0.554123001944871,158813.6300000014,0.7419354838709677,97.0,0.6308900237224055,301583.4399999944,0.5257731958762887,36,31,5,-8.202560000000144,10.0,-0.4489632175996957,0.4263438596687537,10.185915447758862,2.0,5.0,-1.0363718126753503,-9663.949999999979,0.0,5.0,0.13844537747595873,1461.3899999999805,0.4,10,5,5
context_min_000,"{""all.asset_context_enabled"": true, ""all.asset_context_min_score"": 0.0}",920.2380900000006,123.0,0.6187862977294494,2.135084802939048,13.681268081821651,66.0,28.0,0.6060063554342223,142696.5700000022,0.75,95.0,0.6225530175638322,277298.35999999475,0.5157894736842106,32,28,4,1.495940000000075,5.0,0.13849666851696346,1.3153137771932106,3.461484110083319,2.0,0.0,0.0,0.0,0.0,5.0,0.13849666851696346,1495.9399999999805,0.4,1,0,1
context_min_015,"{""all.asset_context_enabled"": true, ""all.asset_context_min_score"": 0.15}",920.2380900000006,123.0,0.6187862977294494,2.135084802939048,13.681268081821651,66.0,28.0,0.6060063554342223,142696.5700000022,0.75,95.0,0.6225530175638322,277298.35999999475,0.5157894736842106,32,28,4,1.495940000000075,5.0,0.13849666851696346,1.3153137771932106,3.461484110083319,2.0,0.0,0.0,0.0,0.0,5.0,0.13849666851696346,1495.9399999999805,0.4,1,0,1
qqq_context_min000,"{""QQQ.asset_context_enabled"": true, ""QQQ.asset_context_min_score"": 0.0}",939.0276799999975,125.0,0.6253161919712491,2.1801251945069704,13.681268081821651,68.0,28.0,0.6060132574333986,143339.4500000022,0.75,97.0,0.6308881730749585,295445.0699999945,0.5257731958762887,32,28,4,10.663980000000157,9.0,0.7158610223288683,3.211677696731625,3.461484110083319,6.0,0.0,0.0,0.0,0.0,9.0,0.7158610223288683,10663.979999999992,0.6666666666666666,1,0,1
gld_context_min000,"{""GLD.asset_context_enabled"": true, ""GLD.asset_context_min_score"": 0.0}",948.1756399999945,126.0,0.6057249717395304,2.1630427325602537,13.681368829537169,68.0,31.0,0.5541307258909711,158059.8600000014,0.7419354838709677,95.0,0.6225609888059024,283053.93999999465,0.5157894736842106,37,31,6,-8.456600000000078,11.0,-0.3779970515400125,0.43911522326684377,10.434466714979882,3.0,6.0,-0.8083859806710544,-9921.639999999968,0.16666666666666666,5.0,0.13846966341723754,1465.0399999999804,0.4,12,6,6
