split,symbol,direction,entry_time_utc,exit_time_utc,entry_date_et,entry_hour_et,entry_weekday_et,month,entry_type,entry_model,grade,score,exit_reason,qty,addon_qty,entry_price,exit_price,initial_stop,bars_held_15m,pnl_dollars,r_multiple,mfe_r,mae_r,excellent,never_worked,low_mfe_loss,right_then_lost,capture_ratio
train,GLD,SHORT,2021-07-19T12:45:00+00:00,2021-07-19T13:00:00+00:00,2021-07-19,8,0,2021-07,classic_38_62,confirmation_close,a_plus,13.0,STOP,4317,0,168.73,169.36,168.9159086387568,1,-2762.8800000001033,-3.442551159966288,0.0,5.002457154325862,False,True,True,False,0.0
train,GLD,LONG,2021-07-02T12:15:00+00:00,2021-07-02T12:30:00+00:00,2021-07-02,8,4,2021-07,classic_38_62,confirmation_close,valid,11.0,STOP,4556,0,167.06,166.32,166.80472293666895,1,-3417.000000000042,-2.937984283481783,3.212196149940017,2.859638035922194,False,False,False,True,0.0
train,GLD,SHORT,2023-05-12T12:30:00+00:00,2023-05-12T12:45:00+00:00,2023-05-12,8,4,2023-05,classic_38_62,confirmation_close,valid,12.0,STOP,6469,0,186.66,187.15,186.8396807154661,1,-3234.500000000058,-2.7827137637056447,0.0,3.450565066994963,False,True,True,False,0.0
train,GLD,LONG,2022-10-26T12:30:00+00:00,2022-10-26T12:45:00+00:00,2022-10-26,8,2,2022-10,classic_38_62,confirmation_close,valid,11.0,STOP,6936,0,155.12,154.81,154.98378943573218,1,-2219.5200000000154,-2.3493038276443414,0.0,2.716382550713784,False,True,True,False,0.0
train,GLD,LONG,2023-07-05T13:30:00+00:00,2023-07-05T13:45:00+00:00,2023-07-05,9,2,2023-07,classic_38_62,confirmation_close,valid,12.0,STOP,6262,0,179.43,178.76,179.09484346615432,1,-4258.160000000101,-2.0289027106154958,0.0,2.7449860202444767,False,True,True,False,0.0
train,GLD,SHORT,2025-06-20T13:00:00+00:00,2025-06-20T13:15:00+00:00,2025-06-20,9,4,2025-06,classic_38_62,confirmation_close,valid,12.0,STOP,5750,0,308.01,308.86,308.6196425187025,1,-4945.000000000131,-1.410662763204799,0.0,2.1816063663515237,False,True,True,False,0.0
train,GLD,LONG,2022-02-07T20:00:00+00:00,2022-02-07T20:15:00+00:00,2022-02-07,15,0,2022-02,classic_38_62,confirmation_close,valid,12.0,STOP,4947,0,170.20000000000002,170.06,170.0839607766393,1,-742.0500000000732,-1.2926663558727178,0.0,1.7235551411636008,False,True,True,False,0.0
train,GLD,SHORT,2024-02-05T19:00:00+00:00,2024-02-06T13:00:00+00:00,2024-02-05,14,0,2024-02,classic_38_62,confirmation_close,valid,10.0,STOP,6149,0,187.64000000000001,187.91,187.85810321997585,72,-1721.719999999888,-1.2837958102177967,0.7335976058389033,1.9715435656916456,False,False,True,False,0.0
train,GLD,LONG,2023-08-23T19:15:00+00:00,2023-08-23T20:30:00+00:00,2023-08-23,15,2,2023-08,classic_38_62,confirmation_close,valid,12.0,STOP,6123,0,177.94,177.77,177.79961905513778,5,-1102.1399999999235,-1.2822253061244049,0.14246947845834998,1.2822253061245426,False,True,True,False,0.0
train,GLD,SHORT,2023-09-21T17:15:00+00:00,2023-09-21T17:30:00+00:00,2023-09-21,13,3,2023-09,classic_38_62,confirmation_close,valid,11.0,STOP,6190,0,178.05,178.23,178.19832136054725,1,-1176.0999999998664,-1.281002273030392,0.0,1.0113175839713235,False,True,True,False,0.0
