window_start,window_end,trades,pnl_dollars,net_return_pct_on_initial,avg_r,win_rate,excellent_trades,excellent_rate,low_mfe_loss_rate,right_then_lost_rate,qqq_trades,qqq_pnl_dollars,qqq_avg_r,qqq_excellent_trades,gld_trades,gld_pnl_dollars,gld_avg_r,gld_excellent_trades
2022-03-01,2022-09-01,20,28783.039999999382,28.78303999999938,0.5908826548114628,0.6,12,0.6,0.35,0.05,5,13365.649999999958,0.9821586802290321,4,15,15417.389999999421,0.4604573130056065,8
2022-04-01,2022-10-01,20,5824.079999999321,5.824079999999322,0.12333505440226462,0.45,9,0.45,0.5,0.05,5,12879.200000000012,0.9423194882802474,4,15,-7055.120000000691,-0.14965975689039623,5
2022-05-01,2022-11-01,20,10976.339999999382,10.976339999999382,0.3145901285304091,0.55,11,0.55,0.4,0.05,5,12879.200000000012,0.9423194882802474,4,15,-1902.860000000629,0.1053470086137963,7
2022-06-01,2022-12-01,23,21760.029999999264,21.760029999999265,1.682644793216147,0.6086956521739131,14,0.6086956521739131,0.30434782608695654,0.08695652173913043,4,16045.730000000096,1.4327588945871552,4,19,5714.29999999917,1.7352523508222508,10
2022-07-01,2023-01-01,18,6552.149999999229,6.552149999999229,1.7034584160867232,0.5555555555555556,9,0.5,0.3333333333333333,0.1111111111111111,2,5040.580000000091,1.1416909416031147,2,16,1511.5699999991375,1.7736793503971744,7
2022-08-01,2023-02-01,14,6337.769999999572,6.337769999999572,2.251966065081657,0.6428571428571429,8,0.5714285714285714,0.2857142857142857,0.07142857142857142,2,5040.580000000091,1.1416909416031147,2,12,1297.1899999994803,2.4370119189947475,6
2022-09-01,2023-03-01,13,4785.329999999657,4.785329999999657,2.381001016798097,0.6153846153846154,7,0.5384615384615384,0.3076923076923077,0.07692307692307693,2,5040.580000000091,1.1416909416031147,2,11,-255.25000000043462,2.6063301213790027,5
2022-10-01,2023-04-01,11,18488.889999999523,18.48888999999952,3.528531741365317,0.8181818181818182,7,0.6363636363636364,0.09090909090909091,0.09090909090909091,1,4515.759999999923,1.205269878452615,1,10,13973.1299999996,3.7608579276565877,6
2022-11-01,2023-05-01,8,17817.839999999625,17.817839999999627,4.803432447083423,0.875,5,0.625,0.0,0.125,1,4515.759999999923,1.205269878452615,1,7,13302.079999999705,5.317455671173539,4
2022-12-01,2023-06-01,6,5138.309999999764,5.138309999999764,0.5187124479726906,0.6666666666666666,2,0.3333333333333333,0.3333333333333333,0.0,1,4515.759999999923,1.205269878452615,1,5,622.5499999998417,0.3814009618767057,1
2023-01-01,2023-07-01,8,-541.8200000003271,-0.5418200000003272,-0.07899184446192231,0.375,2,0.25,0.625,0.0,1,4515.759999999923,1.205269878452615,1,7,-5057.580000000251,-0.26245780487828474,1
2023-02-01,2023-08-01,9,-4799.980000000428,-4.799980000000428,-0.2956486073678749,0.3333333333333333,2,0.2222222222222222,0.6666666666666666,0.0,1,4515.759999999923,1.205269878452615,1,8,-9315.74000000035,-0.4832634180954361,1
2023-03-01,2023-09-01,12,-1268.270000000282,-1.2682700000002818,-0.24377783616405244,0.3333333333333333,3,0.25,0.6666666666666666,0.0,3,9149.609999999993,0.7409995389730882,2,9,-10417.880000000274,-0.572036961209766,1
2023-04-01,2023-10-01,13,-14402.010000000002,-14.40201,-1.0203376077804116,0.07692307692307693,1,0.07692307692307693,0.7692307692307693,0.15384615384615385,2,4633.8500000000695,0.5088643692333248,1,11,-19035.860000000073,-1.2983743308738183,0
2023-05-01,2023-11-01,14,-12284.450000000003,-12.284450000000003,-0.8795486048281239,0.14285714285714285,2,0.14285714285714285,0.7142857142857143,0.14285714285714285,3,6751.41000000007,0.6561457240060885,2,11,-19035.860000000073,-1.2983743308738183,0
2023-06-01,2023-12-01,13,-5588.759999999978,-5.588759999999978,-0.5891795962960635,0.23076923076923078,3,0.23076923076923078,0.6153846153846154,0.15384615384615385,4,8384.73000000003,0.6742968838369376,3,9,-13973.490000000009,-1.1507246985773976,0
2023-07-01,2024-01-01,13,-1599.5599999999702,-1.5995599999999701,-0.42070696684646813,0.3076923076923077,4,0.3076923076923077,0.5384615384615384,0.15384615384615385,4,8384.73000000003,0.6742968838369376,3,9,-9984.29,-0.9073753449279818,1
2023-08-01,2024-02-01,15,8061.740000000172,8.06174000000017,0.09965932343291542,0.4,6,0.4,0.4666666666666667,0.13333333333333333,4,8384.73000000003,0.6742968838369376,3,11,-322.9899999998588,-0.1092997894412744,3
2023-09-01,2024-03-01,19,1403.7800000000473,1.4037800000000473,-0.02994653784411553,0.42105263157894735,7,0.3684210526315789,0.42105263157894735,0.15789473684210525,3,6215.999999999975,0.821861699566755,3,16,-4812.219999999928,-0.1896605823586538,4
2023-10-01,2024-04-01,16,7537.659999999847,7.537659999999848,0.3075769135066242,0.5625,8,0.5,0.375,0.0625,3,6215.999999999975,0.821861699566755,3,13,1321.6599999998718,0.18889580903120937,5
2023-11-01,2024-05-01,17,16432.20999999976,16.43220999999976,0.5380946583533772,0.5882352941176471,9,0.5294117647058824,0.35294117647058826,0.058823529411764705,3,4842.559999999923,0.6003840470318266,3,14,11589.649999999838,0.5247469322079953,6
2023-12-01,2024-06-01,17,22690.47999999982,22.69047999999982,0.6703285214625239,0.5882352941176471,9,0.5294117647058824,0.35294117647058826,0.058823529411764705,2,3209.2399999999625,0.5362008888829972,2,15,19481.23999999986,0.6882122058064607,7
2024-01-01,2024-07-01,17,31281.190000000148,31.281190000000148,1.104499847219482,0.7058823529411765,11,0.6470588235294118,0.23529411764705882,0.058823529411764705,2,3209.2399999999625,0.5362008888829972,2,15,28071.950000000186,1.1802730416643465,9
2024-02-01,2024-08-01,14,25878.050000000105,25.8780500000001,0.988665692346348,0.7142857142857143,9,0.6428571428571429,0.21428571428571427,0.07142857142857142,2,3209.2399999999625,0.5362008888829972,2,12,22668.810000000147,1.064076492923573,7
2024-03-01,2024-09-01,8,31069.14,31.06914,2.110252281602268,1.0,8,1.0,0.0,0.0,1,744.119999999948,0.2862754759468302,1,7,30325.02000000005,2.370820396695902,7
2024-04-01,2024-10-01,11,32845.35000000005,32.84535000000005,1.6039499675344266,0.9090909090909091,10,0.9090909090909091,0.09090909090909091,0.0,2,2143.659999999948,0.5536537122063097,2,9,30701.690000000097,1.8373491353851195,8
2024-05-01,2024-11-01,9,21833.240000000133,21.83324000000013,1.3851514037139614,0.8888888888888888,8,0.8888888888888888,0.1111111111111111,0.0,1,1399.5399999999997,0.8210319484657891,1,8,20433.700000000135,1.4556663356199833,7
2024-06-01,2024-12-01,9,14974.250000000104,14.974250000000103,1.1277596974953283,0.8888888888888888,7,0.7777777777777778,0.1111111111111111,0.0,1,1399.5399999999997,0.8210319484657891,1,8,13574.710000000101,1.1661006661240207,6
2024-07-01,2025-01-01,7,12129.390000000025,12.129390000000024,0.7683608516287638,0.8571428571428571,5,0.7142857142857143,0.14285714285714285,0.0,2,5692.530000000176,1.0449364056453296,2,5,6436.85999999985,0.6577306300221375,3
2024-08-01,2025-02-01,9,10798.610000000259,10.798610000000258,0.5845045235837782,0.7777777777777778,6,0.6666666666666666,0.2222222222222222,0.0,4,4361.750000000409,0.492971890535829,3,5,6436.85999999985,0.6577306300221375,3
2024-09-01,2025-03-01,8,8733.770000000346,8.733770000000346,0.5685265988093017,0.75,5,0.625,0.25,0.0,4,4361.750000000409,0.492971890535829,3,4,4372.019999999936,0.6440813070827743,2
2024-10-01,2025-04-01,7,11441.62000000044,11.441620000000439,0.5466932877688119,0.8571428571428571,5,0.7142857142857143,0.14285714285714285,0.0,4,6245.1400000004905,0.46301940443758416,3,3,5196.479999999948,0.6582584655437822,2
2024-11-01,2025-05-01,10,38846.73000000036,38.84673000000036,1.2813047861365336,0.8,7,0.7,0.2,0.0,5,2678.5000000004798,0.16833071124983112,3,5,36168.22999999988,2.394278861023236,4
2024-12-01,2025-06-01,10,40506.430000000444,40.50643000000044,1.2878730097680813,0.8,8,0.8,0.2,0.0,5,2678.5000000004798,0.16833071124983112,3,5,37827.929999999964,2.407415308286331,5
2025-01-01,2025-07-01,11,34262.64999999995,34.26264999999995,1.0596396351488908,0.7272727272727273,8,0.7272727272727273,0.2727272727272727,0.0,4,-1614.489999999697,-0.10679682664392864,2,7,35877.13999999965,1.726174756173359,6
2025-02-01,2025-08-01,10,32386.03999999971,32.38603999999971,1.0717498172080808,0.7,7,0.7,0.3,0.0,2,-283.70999999993,-0.15460102871418563,1,8,32669.74999999964,1.3783375286886472,6
2025-03-01,2025-09-01,12,36178.409999999836,36.178409999999836,1.0099192456181474,0.6666666666666666,8,0.6666666666666666,0.3333333333333333,0.0,2,-283.70999999993,-0.15460102871418563,1,10,36462.11999999977,1.242823300484614,7
2025-04-01,2025-10-01,10,35248.65999999985,35.24865999999985,1.1784482781841918,0.6,6,0.6,0.4,0.0,2,2950.420000000036,0.3354122467049221,1,8,32298.239999999812,1.3892072860540092,5
2025-05-01,2025-11-01,10,5158.55999999973,5.1585599999997305,0.22872177751731199,0.5,5,0.5,0.3,0.2,1,6517.060000000047,1.6812485549110252,1,9,-1358.5000000003174,0.06732991336245497,4
OOS,OOS,10,10997.740000000016,10.997740000000016,0.6610659176816842,0.7,6,0.6,0.2,0.1,1,305.0700000000222,0.16819578516427353,0,9,10692.669999999993,0.7158292657391743,6
