name,category,is_expected_total_r,is_net_profit,is_trades_per_month,is_profit_factor,is_max_drawdown_pct,oos_expected_total_r,oos_net_profit,oos_trades_per_month,oos_profit_factor,oos_max_drawdown_pct,is_guardrail,oos_floor,strict_joint_uplift,preliminary_score
confirm__bars1__mae_0p2,entry_confirmation,167.17836796133554,17890.89000000002,38.219815340909086,2.035507037509075,0.07903101060549522,38.07851188110706,1957.4500000000044,46.16354166666667,3.6616401289041947,0.013690177162291432,False,False,False,0.7821351779110249
exit__quick_6_min_0p0,early_exit,175.2602291498163,19296.510000000013,58.23765980113636,1.6654678032935237,0.09544409643145091,36.91852270909497,1696.370000000006,62.90416666666667,2.2676126853180367,0.017680513893775084,False,False,False,0.7780673352423976
confirm__bars1__above_avwap,entry_confirmation,203.92547194411486,23087.660000000033,50.23916903409091,1.780217043302888,0.11481643508812236,34.84237247278425,1629.970000000006,51.743750000000006,2.4827074919040966,0.02081894132377694,False,False,False,0.764673876245917
confirm__bars1__above_breakout,entry_confirmation,156.44848316128824,26584.110000000037,51.19034090909091,1.901342344911206,0.11094717224793399,31.19041680176204,1757.010000000006,53.265625,2.645309910196755,0.022443068644450132,False,False,False,0.754301038398681
confirm__bars1__mfe_0p05,entry_confirmation,77.65868651893516,18492.66000000001,45.699485085227266,1.733626979942612,0.12179784223326993,42.625314885036005,2194.2400000000084,44.641666666666666,3.1943936075525494,0.014773041612951881,False,False,False,0.7514123498766759
confirm__bars1__rvol_ratio075,entry_confirmation,39.17091656279426,15666.519999999991,37.65775923295454,1.7801488438334878,0.10714769363158201,45.49612666382776,2309.2600000000057,39.56875,3.800426868459043,0.011490801827782613,False,False,False,0.7433958501703616
quality__hard_min_65p0,signal_quality,211.9697709045633,23475.880000000012,40.98686079545454,2.0157165151694123,0.09918340103561028,30.45457021751218,1782.670000000004,39.061458333333334,2.87556682483404,0.015767980069434293,False,False,False,0.7376016558981126
confirm__bars1__above_breakout_avwap,entry_confirmation,216.35851450612003,24914.28000000002,47.86123934659091,1.896693529259545,0.09998847316446476,27.5028518459615,1410.7800000000052,48.7,2.4509719222462323,0.02088880064259338,False,False,False,0.7214642500345755
exit__retrace_start_20,exit_logic,143.16835405082932,14050.45999999998,56.42178622159091,1.52726469660006,0.16275837269288468,37.89477984601958,1803.4700000000068,55.802083333333336,2.6635949376429915,0.02174278678047053,False,False,False,0.7085713528306276
quality__hard_min_67p5,signal_quality,193.18289364060809,21075.09999999999,36.96599786931818,2.0354889744899958,0.0885845565511963,28.987979587658263,1766.0000000000039,35.51041666666667,3.029931722568345,0.018927634920038933,False,False,False,0.7046900659390347
exit__adaptive_tighten_30,exit_logic,121.66960388478444,12559.189999999984,54.77885298295454,1.4713777202613156,0.1599473594176951,38.582644085573776,1837.1100000000056,54.7875,2.7018629512631316,0.018694117940299897,False,False,False,0.6952115371679445
confirm__bars1__mfe_0p1,entry_confirmation,95.65559999185162,16784.080000000024,37.61452414772727,1.8099681978969127,0.09871656987165685,37.07878697990169,1948.1700000000067,37.53958333333333,2.9408916562889322,0.015213118570268152,False,False,False,0.6849391043560292
exit__retrace_start_15,exit_logic,126.26085095214646,11870.999999999989,56.89737215909091,1.4746368554258773,0.1493036611755306,34.76038765725499,1649.760000000007,56.309375,2.544213038798159,0.02160496878333629,False,False,False,0.6765572943975414
confirm__bars1__current_0p0,entry_confirmation,164.38301230233566,16359.690000000026,33.68013139204545,2.0306498130809363,0.04624385545625253,29.185080150851846,1572.780000000005,38.55416666666667,3.319871378842431,0.013514250740752177,False,False,False,0.6764303651790717
confirm__bars1__current0_breakout,entry_confirmation_composite,164.38301230233566,16359.690000000026,33.68013139204545,2.0306498130809363,0.04624385545625253,29.185080150851846,1572.780000000005,38.55416666666667,3.319871378842431,0.013514250740752177,False,False,False,0.6764303651790717
confirm__bars1__current0_breakout_rvol050,entry_confirmation_composite,161.4726907314393,15369.080000000027,30.913085937499996,2.0571231460547446,0.0541968211024686,28.910686911241342,1545.9500000000046,36.01770833333334,3.311977507589714,0.013545229223998725,False,False,False,0.6603868921655943
mature__bars4__mae035,maturation,112.5520173458534,9524.620000000006,58.670010653409086,1.3595547609592131,0.13963194545719737,32.87617613333176,1576.0700000000045,59.86041666666667,2.1284079844206483,0.02896894302699581,False,False,False,0.651035805955259
confirm__bars1__mfe010_mae035,entry_confirmation_composite,164.51400060417353,16217.810000000012,33.03160511363636,1.9334845606015179,0.06537817948304638,30.921048348410245,1444.600000000005,35.51041666666667,2.782334579462329,0.015057676500388795,False,False,False,0.6488557237696846
quality__hard_min_70p0,signal_quality,183.8145635962247,19375.460000000003,31.475142045454543,2.1399984937667837,0.07090680634429783,22.006040222068496,1451.9999999999995,32.973958333333336,2.6220745126515106,0.015773592815692305,False,False,False,0.621246522057445
exit__retrace_start_10,exit_logic,78.22057810345248,8841.209999999995,58.02148437499999,1.3881881383481778,0.1479615039402839,30.235482301163767,1466.7500000000098,60.875,2.460629960465666,0.017073648742525004,False,False,False,0.6172720454002036
mature__bars4__above_avwap,maturation,140.71139491846438,11704.980000000009,57.718838778409086,1.4042678043057273,0.15697010818150603,30.53714328504515,1050.4900000000064,60.875,1.6700750133952555,0.02160778555929452,False,False,False,0.6035437068671698
mature__bars8__current0,maturation,122.12177368150464,9984.699999999995,57.63236860795454,1.383274967074213,0.15647228405110128,24.70994023046863,974.7100000000033,60.36770833333333,1.6274324263432693,0.034506573969191455,False,False,False,0.5534811736536386
mature__bars6__current0,maturation,94.30572795684817,8323.480000000003,58.194424715909086,1.3480980339429334,0.14253672901023093,27.081389897621627,795.8200000000038,63.411458333333336,1.5008307111390848,0.03388477818946736,False,False,False,0.548729234315051
mature__bars4__current0,maturation,58.89677757533467,5761.990000000011,59.31853693181818,1.249813246715072,0.14355378921774536,27.824034260392494,981.3700000000023,65.440625,1.6557067069341085,0.022292690838520257,False,False,False,0.5438241753327124
confirm__bars1__rvol_ratio100,entry_confirmation,61.759274891694,8992.770000000006,23.3037109375,1.7918352503814885,0.0803779307672519,24.949039710280466,1423.1700000000008,24.85729166666667,4.100318055071463,0.005980931105222124,False,False,False,0.5408761017979975
mature__bars2__current0,maturation,19.34027415185377,2515.439999999996,60.87499999999999,1.1263374865899765,0.1875180000000005,30.320050694269348,1332.1200000000042,67.97708333333334,1.8876775861609454,0.017554274167471823,False,False,False,0.5203391316073416
geometry__breakout_cap_0p5,signal_geometry,129.73937296787568,13264.009999999998,29.745738636363633,1.7073436981718078,0.1013204574741696,26.41746725715572,864.9700000000018,30.4375,1.8950249373978207,0.01765514264946367,False,False,False,0.5140976502812744
confirm__bars1__mfe_0p2,entry_confirmation,48.27760601956297,9096.880000000003,23.995472301136363,1.6805277619640036,0.0629332472125342,26.365781670444058,1401.4700000000048,21.81354166666667,2.979561280845252,0.019263998753620264,False,False,False,0.4955694411511664
confirm__bars2__delay_only,entry_confirmation,-185.84773126842077,17022.50999999998,54.77885298295454,1.6187526375803714,0.12456921435559506,20.122200002910795,1913.3800000000092,50.72916666666667,2.3914580136573003,0.03625662051409686,False,False,False,0.47907508847364577
confirm__bars1__current_0p1,entry_confirmation,109.16178975885691,9433.560000000018,20.579900568181817,1.9542497147435154,0.03898835314915576,16.783855659022148,853.4100000000057,24.35,2.418519996010789,0.01264688517461582,False,False,False,0.44463493953769884
confirm__bars3__delay_only,entry_confirmation,-472.8837016419553,13797.439999999991,54.64914772727273,1.5351200869382422,0.10747584810023694,-2.2868978396124895,1666.700000000003,52.75833333333333,2.167328528705207,0.029708328611101547,False,False,False,0.19576367441947023
